,settlementDate,settlementPeriod,startTime,netVolume,isPositive
201,2020-01-01,1,2020-01-01T00:00:00Z,-337.5,0
200,2020-01-01,2,2020-01-01T00:30:00Z,-337.5,0
199,2020-01-01,3,2020-01-01T01:00:00Z,-337.5,0
198,2020-01-01,4,2020-01-01T01:30:00Z,-337.5,0
197,2020-01-01,5,2020-01-01T02:00:00Z,-337.5,0
196,2020-01-01,6,2020-01-01T02:30:00Z,-337.5,0
195,2020-01-01,7,2020-01-01T03:00:00Z,-262.5,0
194,2020-01-01,8,2020-01-01T03:30:00Z,-262.5,0
193,2020-01-01,9,2020-01-01T04:00:00Z,-187.5,0
192,2020-01-01,10,2020-01-01T04:30:00Z,-187.5,0
191,2020-01-01,11,2020-01-01T05:00:00Z,-142.5,0
190,2020-01-01,12,2020-01-01T05:30:00Z,-142.5,0
189,2020-01-01,13,2020-01-01T06:00:00Z,137.5,1
188,2020-01-01,14,2020-01-01T06:30:00Z,137.5,1
187,2020-01-01,15,2020-01-01T07:00:00Z,-262.5,0
186,2020-01-01,16,2020-01-01T07:30:00Z,-262.5,0
185,2020-01-01,17,2020-01-01T08:00:00Z,-367.5,0
184,2020-01-01,18,2020-01-01T08:30:00Z,-367.5,0
183,2020-01-01,19,2020-01-01T09:00:00Z,-367.5,0
182,2020-01-01,20,2020-01-01T09:30:00Z,-367.5,0
181,2020-01-01,21,2020-01-01T10:00:00Z,-267.5,0
180,2020-01-01,22,2020-01-01T10:30:00Z,-267.5,0
179,2020-01-01,23,2020-01-01T11:00:00Z,-225.0,0
178,2020-01-01,24,2020-01-01T11:30:00Z,-225.0,0
177,2020-01-01,25,2020-01-01T12:00:00Z,-155.0,0
176,2020-01-01,26,2020-01-01T12:30:00Z,-155.0,0
175,2020-01-01,27,2020-01-01T13:00:00Z,-155.0,0
174,2020-01-01,28,2020-01-01T13:30:00Z,-155.0,0
173,2020-01-01,29,2020-01-01T14:00:00Z,-155.0,0
172,2020-01-01,30,2020-01-01T14:30:00Z,-155.0,0
171,2020-01-01,31,2020-01-01T15:00:00Z,-155.0,0
170,2020-01-01,32,2020-01-01T15:30:00Z,-155.0,0
169,2020-01-01,40,2020-01-01T19:30:00Z,-172.5,0
168,2020-01-01,41,2020-01-01T20:00:00Z,-172.5,0
167,2020-01-01,42,2020-01-01T20:30:00Z,-172.5,0
166,2020-01-01,43,2020-01-01T21:00:00Z,-277.5,0
165,2020-01-01,44,2020-01-01T21:30:00Z,-277.5,0
164,2020-01-01,45,2020-01-01T22:00:00Z,-437.0,0
163,2020-01-01,46,2020-01-01T22:30:00Z,-437.0,0
162,2020-01-01,47,2020-01-01T23:00:00Z,-444.5,0
161,2020-01-01,48,2020-01-01T23:30:00Z,-444.5,0
160,2020-01-02,1,2020-01-02T00:00:00Z,-444.5,0
159,2020-01-02,2,2020-01-02T00:30:00Z,-444.5,0
158,2020-01-02,3,2020-01-02T01:00:00Z,-444.5,0
157,2020-01-02,4,2020-01-02T01:30:00Z,-444.5,0
156,2020-01-02,5,2020-01-02T02:00:00Z,-444.5,0
155,2020-01-02,6,2020-01-02T02:30:00Z,-444.5,0
154,2020-01-02,7,2020-01-02T03:00:00Z,-244.5,0
153,2020-01-02,8,2020-01-02T03:30:00Z,-244.5,0
152,2020-01-02,9,2020-01-02T04:00:00Z,-119.5,0
151,2020-01-02,10,2020-01-02T04:30:00Z,-119.5,0
150,2020-01-02,11,2020-01-02T05:00:00Z,5.5,1
149,2020-01-02,12,2020-01-02T05:30:00Z,5.5,1
148,2020-01-02,13,2020-01-02T06:00:00Z,-252.0,0
147,2020-01-02,14,2020-01-02T06:30:00Z,-252.0,0
146,2020-01-02,15,2020-01-02T07:00:00Z,737.5,1
145,2020-01-02,16,2020-01-02T07:30:00Z,737.5,1
144,2020-01-02,17,2020-01-02T08:00:00Z,500.0,1
143,2020-01-02,18,2020-01-02T08:30:00Z,500.0,1
142,2020-01-02,41,2020-01-02T20:00:00Z,-45.0,0
141,2020-01-02,42,2020-01-02T20:30:00Z,-45.0,0
140,2020-01-02,43,2020-01-02T21:00:00Z,-309.5,0
139,2020-01-02,44,2020-01-02T21:30:00Z,-309.5,0
138,2020-01-02,45,2020-01-02T22:00:00Z,-685.0,0
137,2020-01-02,46,2020-01-02T22:30:00Z,-685.0,0
136,2020-01-02,47,2020-01-02T23:00:00Z,-461.5,0
135,2020-01-02,48,2020-01-02T23:30:00Z,-461.5,0
134,2020-01-03,1,2020-01-03T00:00:00Z,-471.5,0
133,2020-01-03,2,2020-01-03T00:30:00Z,-471.5,0
132,2020-01-03,3,2020-01-03T01:00:00Z,-656.5,0
131,2020-01-03,4,2020-01-03T01:30:00Z,-656.5,0
130,2020-01-03,5,2020-01-03T02:00:00Z,-521.5,0
129,2020-01-03,6,2020-01-03T02:30:00Z,-521.5,0
128,2020-01-03,7,2020-01-03T03:00:00Z,-521.5,0
127,2020-01-03,8,2020-01-03T03:30:00Z,-521.5,0
126,2020-01-03,9,2020-01-03T04:00:00Z,-471.5,0
125,2020-01-03,10,2020-01-03T04:30:00Z,-471.5,0
124,2020-01-03,11,2020-01-03T05:00:00Z,-584.0,0
123,2020-01-03,12,2020-01-03T05:30:00Z,-584.0,0
122,2020-01-03,13,2020-01-03T06:00:00Z,-643.0,0
121,2020-01-03,14,2020-01-03T06:30:00Z,-643.0,0
120,2020-01-03,15,2020-01-03T07:00:00Z,-204.5,0
119,2020-01-03,16,2020-01-03T07:30:00Z,-204.5,0
118,2020-01-03,43,2020-01-03T21:00:00Z,-30.0,0
117,2020-01-03,44,2020-01-03T21:30:00Z,-30.0,0
116,2020-01-03,45,2020-01-03T22:00:00Z,-242.0,0
115,2020-01-03,46,2020-01-03T22:30:00Z,-242.0,0
114,2020-01-03,47,2020-01-03T23:00:00Z,-160.5,0
113,2020-01-03,48,2020-01-03T23:30:00Z,-160.5,0
112,2020-01-04,1,2020-01-04T00:00:00Z,-160.5,0
111,2020-01-04,2,2020-01-04T00:30:00Z,-160.5,0
110,2020-01-04,3,2020-01-04T01:00:00Z,-160.5,0
109,2020-01-04,4,2020-01-04T01:30:00Z,-160.5,0
108,2020-01-04,5,2020-01-04T02:00:00Z,-30.5,0
107,2020-01-04,6,2020-01-04T02:30:00Z,-30.5,0
106,2020-01-04,7,2020-01-04T03:00:00Z,-10.5,0
105,2020-01-04,8,2020-01-04T03:30:00Z,-10.5,0
104,2020-01-04,9,2020-01-04T04:00:00Z,89.5,1
103,2020-01-04,10,2020-01-04T04:30:00Z,89.5,1
102,2020-01-04,11,2020-01-04T05:00:00Z,89.5,1
101,2020-01-04,12,2020-01-04T05:30:00Z,89.5,1
100,2020-01-04,13,2020-01-04T06:00:00Z,-245.5,0
99,2020-01-04,14,2020-01-04T06:30:00Z,-245.5,0
98,2020-01-04,15,2020-01-04T07:00:00Z,-700.099,0
97,2020-01-04,16,2020-01-04T07:30:00Z,-672.677,0
96,2020-01-04,17,2020-01-04T08:00:00Z,-297.0,0
95,2020-01-04,18,2020-01-04T08:30:00Z,-297.0,0
94,2020-01-04,19,2020-01-04T09:00:00Z,-30.0,0
93,2020-01-04,20,2020-01-04T09:30:00Z,-30.0,0
92,2020-01-04,39,2020-01-04T19:00:00Z,-101.5,0
91,2020-01-04,40,2020-01-04T19:30:00Z,-101.5,0
90,2020-01-04,41,2020-01-04T20:00:00Z,-101.5,0
89,2020-01-04,42,2020-01-04T20:30:00Z,-101.5,0
88,2020-01-04,43,2020-01-04T21:00:00Z,-101.5,0
87,2020-01-04,44,2020-01-04T21:30:00Z,-101.5,0
86,2020-01-04,45,2020-01-04T22:00:00Z,-176.5,0
85,2020-01-04,46,2020-01-04T22:30:00Z,-176.5,0
84,2020-01-04,47,2020-01-04T23:00:00Z,-814.0,0
83,2020-01-04,48,2020-01-04T23:30:00Z,-814.0,0
82,2020-01-05,1,2020-01-05T00:00:00Z,-744.0,0
81,2020-01-05,2,2020-01-05T00:30:00Z,-744.0,0
80,2020-01-05,3,2020-01-05T01:00:00Z,-534.0,0
79,2020-01-05,4,2020-01-05T01:30:00Z,-534.0,0
78,2020-01-05,5,2020-01-05T02:00:00Z,-214.0,0
77,2020-01-05,6,2020-01-05T02:30:00Z,-214.0,0
76,2020-01-05,7,2020-01-05T03:00:00Z,-214.0,0
75,2020-01-05,8,2020-01-05T03:30:00Z,-214.0,0
74,2020-01-05,9,2020-01-05T04:00:00Z,-214.0,0
73,2020-01-05,10,2020-01-05T04:30:00Z,-214.0,0
72,2020-01-05,11,2020-01-05T05:00:00Z,-141.5,0
71,2020-01-05,12,2020-01-05T05:30:00Z,-141.5,0
70,2020-01-05,13,2020-01-05T06:00:00Z,-214.0,0
69,2020-01-05,14,2020-01-05T06:30:00Z,-214.0,0
68,2020-01-05,15,2020-01-05T07:00:00Z,-214.0,0
67,2020-01-05,16,2020-01-05T07:30:00Z,-214.0,0
66,2020-01-05,17,2020-01-05T08:00:00Z,-606.5,0
65,2020-01-05,18,2020-01-05T08:30:00Z,-606.5,0
64,2020-01-05,19,2020-01-05T09:00:00Z,-568.0,0
63,2020-01-05,20,2020-01-05T09:30:00Z,-568.0,0
62,2020-01-05,21,2020-01-05T10:00:00Z,-648.0,0
61,2020-01-05,22,2020-01-05T10:30:00Z,-648.0,0
60,2020-01-05,23,2020-01-05T11:00:00Z,-301.0,0
59,2020-01-05,24,2020-01-05T11:30:00Z,-301.0,0
58,2020-01-05,25,2020-01-05T12:00:00Z,-326.0,0
57,2020-01-05,26,2020-01-05T12:30:00Z,-326.0,0
56,2020-01-05,27,2020-01-05T13:00:00Z,-326.0,0
55,2020-01-05,28,2020-01-05T13:30:00Z,-326.0,0
54,2020-01-05,29,2020-01-05T14:00:00Z,-326.0,0
53,2020-01-05,30,2020-01-05T14:30:00Z,-326.0,0
52,2020-01-05,31,2020-01-05T15:00:00Z,-301.0,0
51,2020-01-05,32,2020-01-05T15:30:00Z,-301.0,0
50,2020-01-05,39,2020-01-05T19:00:00Z,-75.0,0
49,2020-01-05,40,2020-01-05T19:30:00Z,-75.0,0
48,2020-01-05,43,2020-01-05T21:00:00Z,-422.0,0
47,2020-01-05,44,2020-01-05T21:30:00Z,-422.0,0
46,2020-01-05,45,2020-01-05T22:00:00Z,-267.0,0
45,2020-01-05,46,2020-01-05T22:30:00Z,-267.0,0
44,2020-01-05,47,2020-01-05T23:00:00Z,-67.0,0
43,2020-01-05,48,2020-01-05T23:30:00Z,-67.0,0
42,2020-01-06,1,2020-01-06T00:00:00Z,-59.356,0
41,2020-01-06,2,2020-01-06T00:30:00Z,102.153,1
40,2020-01-06,3,2020-01-06T01:00:00Z,140.5,1
39,2020-01-06,4,2020-01-06T01:30:00Z,140.5,1
38,2020-01-06,5,2020-01-06T02:00:00Z,62.916,1
37,2020-01-06,6,2020-01-06T02:30:00Z,-52.0,0
36,2020-01-06,7,2020-01-06T03:00:00Z,133.0,1
35,2020-01-06,8,2020-01-06T03:30:00Z,133.0,1
34,2020-01-06,9,2020-01-06T04:00:00Z,295.5,1
33,2020-01-06,10,2020-01-06T04:30:00Z,295.5,1
32,2020-01-06,11,2020-01-06T05:00:00Z,245.5,1
31,2020-01-06,12,2020-01-06T05:30:00Z,245.5,1
30,2020-01-06,13,2020-01-06T06:00:00Z,-67.0,0
29,2020-01-06,14,2020-01-06T06:30:00Z,-67.0,0
28,2020-01-06,43,2020-01-06T21:00:00Z,-210.5,0
27,2020-01-06,44,2020-01-06T21:30:00Z,-210.5,0
26,2020-01-06,45,2020-01-06T22:00:00Z,-360.5,0
25,2020-01-06,46,2020-01-06T22:30:00Z,-360.5,0
24,2020-01-06,47,2020-01-06T23:00:00Z,-435.0,0
23,2020-01-06,48,2020-01-06T23:30:00Z,-435.0,0
22,2020-01-07,1,2020-01-07T00:00:00Z,-545.0,0
21,2020-01-07,2,2020-01-07T00:30:00Z,-545.0,0
20,2020-01-07,3,2020-01-07T01:00:00Z,-680.0,0
19,2020-01-07,4,2020-01-07T01:30:00Z,-680.0,0
18,2020-01-07,5,2020-01-07T02:00:00Z,-645.0,0
17,2020-01-07,6,2020-01-07T02:30:00Z,-645.0,0
16,2020-01-07,7,2020-01-07T03:00:00Z,-345.0,0
15,2020-01-07,8,2020-01-07T03:30:00Z,-345.0,0
14,2020-01-07,9,2020-01-07T04:00:00Z,-95.0,0
13,2020-01-07,10,2020-01-07T04:30:00Z,-95.0,0
12,2020-01-07,11,2020-01-07T05:00:00Z,305.0,1
11,2020-01-07,12,2020-01-07T05:30:00Z,305.0,1
10,2020-01-07,13,2020-01-07T06:00:00Z,153.5,1
9,2020-01-07,14,2020-01-07T06:30:00Z,153.5,1
8,2020-01-07,37,2020-01-07T18:00:00Z,350.0,1
7,2020-01-07,38,2020-01-07T18:30:00Z,350.0,1
6,2020-01-07,43,2020-01-07T21:00:00Z,-534.5,0
5,2020-01-07,44,2020-01-07T21:30:00Z,-534.5,0
4,2020-01-07,45,2020-01-07T22:00:00Z,-534.5,0
3,2020-01-07,46,2020-01-07T22:30:00Z,-534.5,0
2,2020-01-07,47,2020-01-07T23:00:00Z,270.5,1
1,2020-01-07,48,2020-01-07T23:30:00Z,270.5,1
451,2020-01-08,1,2020-01-08T00:00:00Z,260.5,1
0,2020-01-08,1,2020-01-08T00:00:00Z,260.5,1
450,2020-01-08,2,2020-01-08T00:30:00Z,260.5,1
449,2020-01-08,3,2020-01-08T01:00:00Z,245.5,1
448,2020-01-08,4,2020-01-08T01:30:00Z,245.5,1
447,2020-01-08,5,2020-01-08T02:00:00Z,75.5,1
446,2020-01-08,6,2020-01-08T02:30:00Z,75.5,1
445,2020-01-08,7,2020-01-08T03:00:00Z,-7.0,0
444,2020-01-08,8,2020-01-08T03:30:00Z,-7.0,0
443,2020-01-08,9,2020-01-08T04:00:00Z,268.0,1
442,2020-01-08,10,2020-01-08T04:30:00Z,268.0,1
441,2020-01-08,11,2020-01-08T05:00:00Z,-4.5,0
440,2020-01-08,12,2020-01-08T05:30:00Z,-4.5,0
439,2020-01-08,13,2020-01-08T06:00:00Z,-192.0,0
438,2020-01-08,14,2020-01-08T06:30:00Z,-192.0,0
437,2020-01-08,15,2020-01-08T07:00:00Z,75.0,1
436,2020-01-08,16,2020-01-08T07:30:00Z,75.0,1
435,2020-01-08,18,2020-01-08T08:30:00Z,48.784,1
434,2020-01-08,19,2020-01-08T09:00:00Z,117.5,1
433,2020-01-08,20,2020-01-08T09:30:00Z,117.5,1
432,2020-01-08,21,2020-01-08T10:00:00Z,88.962,1
431,2020-01-08,22,2020-01-08T10:30:00Z,3.352,1
430,2020-01-08,28,2020-01-08T13:30:00Z,1.296,1
429,2020-01-08,29,2020-01-08T14:00:00Z,1.765,1
428,2020-01-08,31,2020-01-08T15:00:00Z,0.21,1
427,2020-01-08,46,2020-01-08T22:30:00Z,-175.0,0
426,2020-01-08,47,2020-01-08T23:00:00Z,-592.5,0
425,2020-01-08,48,2020-01-08T23:30:00Z,-592.5,0
424,2020-01-09,1,2020-01-09T00:00:00Z,-897.5,0
423,2020-01-09,2,2020-01-09T00:30:00Z,-897.5,0
422,2020-01-09,3,2020-01-09T01:00:00Z,-1035.0,0
421,2020-01-09,4,2020-01-09T01:30:00Z,-1035.0,0
420,2020-01-09,5,2020-01-09T02:00:00Z,-562.5,0
419,2020-01-09,6,2020-01-09T02:30:00Z,-562.5,0
418,2020-01-09,7,2020-01-09T03:00:00Z,-562.5,0
417,2020-01-09,8,2020-01-09T03:30:00Z,-562.5,0
416,2020-01-09,9,2020-01-09T04:00:00Z,-812.0,0
415,2020-01-09,10,2020-01-09T04:30:00Z,-812.0,0
414,2020-01-09,11,2020-01-09T05:00:00Z,-220.0,0
413,2020-01-09,12,2020-01-09T05:30:00Z,-220.0,0
412,2020-01-09,13,2020-01-09T06:00:00Z,-175.0,0
411,2020-01-09,29,2020-01-09T14:00:00Z,-254.728,0
410,2020-01-09,30,2020-01-09T14:30:00Z,-227.644,0
409,2020-01-09,31,2020-01-09T15:00:00Z,-246.786,0
408,2020-01-09,32,2020-01-09T15:30:00Z,-179.887,0
407,2020-01-09,46,2020-01-09T22:30:00Z,-172.5,0
406,2020-01-09,47,2020-01-09T23:00:00Z,-667.5,0
405,2020-01-09,48,2020-01-09T23:30:00Z,-667.5,0
404,2020-01-10,1,2020-01-10T00:00:00Z,-717.5,0
403,2020-01-10,2,2020-01-10T00:30:00Z,-717.5,0
402,2020-01-10,3,2020-01-10T01:00:00Z,-667.5,0
401,2020-01-10,4,2020-01-10T01:30:00Z,-667.5,0
400,2020-01-10,5,2020-01-10T02:00:00Z,-742.5,0
399,2020-01-10,6,2020-01-10T02:30:00Z,-742.5,0
398,2020-01-10,7,2020-01-10T03:00:00Z,-667.5,0
397,2020-01-10,8,2020-01-10T03:30:00Z,-667.5,0
396,2020-01-10,9,2020-01-10T04:00:00Z,-517.5,0
395,2020-01-10,10,2020-01-10T04:30:00Z,-517.5,0
394,2020-01-10,11,2020-01-10T05:00:00Z,-467.5,0
393,2020-01-10,12,2020-01-10T05:30:00Z,-467.5,0
392,2020-01-10,13,2020-01-10T06:00:00Z,-172.5,0
391,2020-01-10,19,2020-01-10T09:00:00Z,2.466,1
390,2020-01-10,20,2020-01-10T09:30:00Z,58.456,1
389,2020-01-10,21,2020-01-10T10:00:00Z,63.0,1
388,2020-01-10,22,2020-01-10T10:30:00Z,53.624,1
387,2020-01-10,27,2020-01-10T13:00:00Z,0.963,1
386,2020-01-10,28,2020-01-10T13:30:00Z,1.973,1
385,2020-01-10,29,2020-01-10T14:00:00Z,0.058,1
384,2020-01-10,31,2020-01-10T15:00:00Z,174.0,1
383,2020-01-10,32,2020-01-10T15:30:00Z,174.0,1
382,2020-01-10,33,2020-01-10T16:00:00Z,275.0,1
381,2020-01-10,34,2020-01-10T16:30:00Z,275.0,1
380,2020-01-10,37,2020-01-10T18:00:00Z,496.5,1
379,2020-01-10,38,2020-01-10T18:30:00Z,496.5,1
378,2020-01-10,41,2020-01-10T20:00:00Z,500.0,1
377,2020-01-10,42,2020-01-10T20:30:00Z,500.0,1
376,2020-01-10,43,2020-01-10T21:00:00Z,-8.8,0
375,2020-01-10,44,2020-01-10T21:30:00Z,-8.8,0
374,2020-01-10,45,2020-01-10T22:00:00Z,-8.8,0
373,2020-01-10,46,2020-01-10T22:30:00Z,-8.8,0
372,2020-01-10,47,2020-01-10T23:00:00Z,300.7,1
371,2020-01-10,48,2020-01-10T23:30:00Z,300.7,1
370,2020-01-11,1,2020-01-11T00:00:00Z,300.7,1
369,2020-01-11,2,2020-01-11T00:30:00Z,300.7,1
368,2020-01-11,3,2020-01-11T01:00:00Z,600.7,1
367,2020-01-11,4,2020-01-11T01:30:00Z,600.7,1
366,2020-01-11,5,2020-01-11T02:00:00Z,750.7,1
365,2020-01-11,6,2020-01-11T02:30:00Z,750.7,1
364,2020-01-11,7,2020-01-11T03:00:00Z,900.7,1
363,2020-01-11,8,2020-01-11T03:30:00Z,900.7,1
362,2020-01-11,9,2020-01-11T04:00:00Z,900.7,1
361,2020-01-11,10,2020-01-11T04:30:00Z,900.7,1
360,2020-01-11,11,2020-01-11T05:00:00Z,900.7,1
359,2020-01-11,12,2020-01-11T05:30:00Z,900.852,1
358,2020-01-11,13,2020-01-11T06:00:00Z,779.938,1
357,2020-01-11,14,2020-01-11T06:30:00Z,784.7,1
356,2020-01-11,15,2020-01-11T07:00:00Z,618.329,1
355,2020-01-11,16,2020-01-11T07:30:00Z,600.7,1
354,2020-01-11,17,2020-01-11T08:00:00Z,-8.8,0
353,2020-01-11,18,2020-01-11T08:30:00Z,-8.8,0
352,2020-01-11,19,2020-01-11T09:00:00Z,26.831,1
351,2020-01-11,20,2020-01-11T09:30:00Z,40.608,1
350,2020-01-11,21,2020-01-11T10:00:00Z,-83.8,0
349,2020-01-11,22,2020-01-11T10:30:00Z,-83.8,0
348,2020-01-11,23,2020-01-11T11:00:00Z,-88.8,0
347,2020-01-11,24,2020-01-11T11:30:00Z,-88.8,0
346,2020-01-11,25,2020-01-11T12:00:00Z,-100.0,0
345,2020-01-11,26,2020-01-11T12:30:00Z,-100.0,0
344,2020-01-11,27,2020-01-11T13:00:00Z,-100.0,0
343,2020-01-11,28,2020-01-11T13:30:00Z,-100.0,0
342,2020-01-11,29,2020-01-11T14:00:00Z,-100.0,0
341,2020-01-11,30,2020-01-11T14:30:00Z,-100.0,0
340,2020-01-11,31,2020-01-11T15:00:00Z,-50.0,0
339,2020-01-11,32,2020-01-11T15:30:00Z,-50.0,0
338,2020-01-11,41,2020-01-11T20:00:00Z,-140.0,0
337,2020-01-11,42,2020-01-11T20:30:00Z,-140.0,0
336,2020-01-11,43,2020-01-11T21:00:00Z,-230.0,0
335,2020-01-11,44,2020-01-11T21:30:00Z,-230.0,0
334,2020-01-11,45,2020-01-11T22:00:00Z,-350.0,0
333,2020-01-11,46,2020-01-11T22:30:00Z,-350.0,0
332,2020-01-11,47,2020-01-11T23:00:00Z,-600.0,0
331,2020-01-11,48,2020-01-11T23:30:00Z,-600.0,0
330,2020-01-12,1,2020-01-12T00:00:00Z,-640.0,0
329,2020-01-12,2,2020-01-12T00:30:00Z,-640.0,0
328,2020-01-12,3,2020-01-12T01:00:00Z,-639.816,0
327,2020-01-12,4,2020-01-12T01:30:00Z,-638.947,0
326,2020-01-12,5,2020-01-12T02:00:00Z,-655.0,0
325,2020-01-12,6,2020-01-12T02:30:00Z,-655.0,0
324,2020-01-12,7,2020-01-12T03:00:00Z,-740.0,0
323,2020-01-12,8,2020-01-12T03:30:00Z,-740.0,0
322,2020-01-12,9,2020-01-12T04:00:00Z,-680.0,0
321,2020-01-12,10,2020-01-12T04:30:00Z,-680.0,0
320,2020-01-12,11,2020-01-12T05:00:00Z,-1055.0,0
319,2020-01-12,12,2020-01-12T05:30:00Z,-1055.0,0
318,2020-01-12,13,2020-01-12T06:00:00Z,-1265.0,0
317,2020-01-12,14,2020-01-12T06:30:00Z,-1265.0,0
316,2020-01-12,15,2020-01-12T07:00:00Z,-667.5,0
315,2020-01-12,16,2020-01-12T07:30:00Z,-667.5,0
314,2020-01-12,17,2020-01-12T08:00:00Z,-530.0,0
313,2020-01-12,18,2020-01-12T08:30:00Z,-530.0,0
312,2020-01-12,19,2020-01-12T09:00:00Z,-390.0,0
311,2020-01-12,20,2020-01-12T09:30:00Z,-390.0,0
310,2020-01-12,21,2020-01-12T10:00:00Z,-229.835,0
309,2020-01-12,22,2020-01-12T10:30:00Z,-209.991,0
308,2020-01-12,23,2020-01-12T11:00:00Z,-208.0,0
307,2020-01-12,24,2020-01-12T11:30:00Z,-217.922,0
306,2020-01-12,25,2020-01-12T12:00:00Z,-200.0,0
305,2020-01-12,26,2020-01-12T12:30:00Z,-200.0,0
304,2020-01-12,32,2020-01-12T15:30:00Z,0.762,1
303,2020-01-12,33,2020-01-12T16:00:00Z,3.041,1
302,2020-01-12,34,2020-01-12T16:30:00Z,11.573,1
301,2020-01-12,35,2020-01-12T17:00:00Z,94.278,1
300,2020-01-12,36,2020-01-12T17:30:00Z,93.5,1
299,2020-01-12,37,2020-01-12T18:00:00Z,38.268,1
298,2020-01-12,43,2020-01-12T21:00:00Z,-322.5,0
297,2020-01-12,44,2020-01-12T21:30:00Z,-322.5,0
296,2020-01-12,45,2020-01-12T22:00:00Z,-608.0,0
295,2020-01-12,46,2020-01-12T22:30:00Z,-608.0,0
294,2020-01-12,47,2020-01-12T23:00:00Z,-313.0,0
293,2020-01-12,48,2020-01-12T23:30:00Z,-147.5,0
292,2020-01-13,1,2020-01-13T00:00:00Z,-297.5,0
291,2020-01-13,2,2020-01-13T00:30:00Z,-297.5,0
290,2020-01-13,3,2020-01-13T01:00:00Z,-297.5,0
289,2020-01-13,4,2020-01-13T01:30:00Z,-297.5,0
288,2020-01-13,5,2020-01-13T02:00:00Z,-237.5,0
287,2020-01-13,6,2020-01-13T02:30:00Z,-237.5,0
286,2020-01-13,7,2020-01-13T03:00:00Z,-187.5,0
285,2020-01-13,8,2020-01-13T03:30:00Z,-187.5,0
284,2020-01-13,9,2020-01-13T04:00:00Z,-137.5,0
283,2020-01-13,10,2020-01-13T04:30:00Z,-137.5,0
282,2020-01-13,11,2020-01-13T05:00:00Z,752.5,1
281,2020-01-13,12,2020-01-13T05:30:00Z,752.5,1
280,2020-01-13,13,2020-01-13T06:00:00Z,-17.8,0
279,2020-01-13,14,2020-01-13T06:30:00Z,-127.8,0
278,2020-01-13,15,2020-01-13T07:00:00Z,435.2,1
277,2020-01-13,16,2020-01-13T07:30:00Z,435.2,1
276,2020-01-13,17,2020-01-13T08:00:00Z,-20.3,0
275,2020-01-13,18,2020-01-13T08:30:00Z,-20.3,0
274,2020-01-13,19,2020-01-13T09:00:00Z,-20.3,0
273,2020-01-13,20,2020-01-13T09:30:00Z,-20.3,0
272,2020-01-13,21,2020-01-13T10:00:00Z,-20.3,0
271,2020-01-13,22,2020-01-13T10:30:00Z,-20.3,0
270,2020-01-13,23,2020-01-13T11:00:00Z,-20.3,0
269,2020-01-13,24,2020-01-13T11:30:00Z,-20.3,0
268,2020-01-13,25,2020-01-13T12:00:00Z,-11.5,0
267,2020-01-13,26,2020-01-13T12:30:00Z,-11.5,0
266,2020-01-13,27,2020-01-13T13:00:00Z,-11.5,0
265,2020-01-13,28,2020-01-13T13:30:00Z,-11.5,0
264,2020-01-13,29,2020-01-13T14:00:00Z,-11.5,0
263,2020-01-13,30,2020-01-13T14:30:00Z,-11.5,0
262,2020-01-13,31,2020-01-13T15:00:00Z,-11.5,0
261,2020-01-13,32,2020-01-13T15:30:00Z,-11.5,0
260,2020-01-13,33,2020-01-13T16:00:00Z,-11.5,0
259,2020-01-13,34,2020-01-13T16:30:00Z,-11.5,0
258,2020-01-13,35,2020-01-13T17:00:00Z,-11.5,0
257,2020-01-13,36,2020-01-13T17:30:00Z,-11.5,0
256,2020-01-13,37,2020-01-13T18:00:00Z,-11.5,0
255,2020-01-13,38,2020-01-13T18:30:00Z,-11.5,0
254,2020-01-13,39,2020-01-13T19:00:00Z,-11.5,0
253,2020-01-13,40,2020-01-13T19:30:00Z,-11.5,0
252,2020-01-13,41,2020-01-13T20:00:00Z,-11.5,0
251,2020-01-13,42,2020-01-13T20:30:00Z,-11.5,0
250,2020-01-13,43,2020-01-13T21:00:00Z,-535.5,0
249,2020-01-13,44,2020-01-13T21:30:00Z,-535.5,0
248,2020-01-13,45,2020-01-13T22:00:00Z,-591.5,0
247,2020-01-13,46,2020-01-13T22:30:00Z,-591.5,0
246,2020-01-13,47,2020-01-13T23:00:00Z,129.5,1
245,2020-01-13,48,2020-01-13T23:30:00Z,129.5,1
244,2020-01-14,1,2020-01-14T00:00:00Z,-110.5,0
243,2020-01-14,2,2020-01-14T00:30:00Z,-110.5,0
242,2020-01-14,3,2020-01-14T01:00:00Z,-110.5,0
241,2020-01-14,4,2020-01-14T01:30:00Z,-110.5,0
240,2020-01-14,5,2020-01-14T02:00:00Z,-110.5,0
239,2020-01-14,6,2020-01-14T02:30:00Z,-110.5,0
238,2020-01-14,7,2020-01-14T03:00:00Z,-110.5,0
237,2020-01-14,8,2020-01-14T03:30:00Z,-110.5,0
236,2020-01-14,9,2020-01-14T04:00:00Z,-70.5,0
235,2020-01-14,10,2020-01-14T04:30:00Z,-70.5,0
234,2020-01-14,11,2020-01-14T05:00:00Z,-60.5,0
233,2020-01-14,12,2020-01-14T05:30:00Z,-60.5,0
232,2020-01-14,13,2020-01-14T06:00:00Z,0.5,1
231,2020-01-14,14,2020-01-14T06:30:00Z,0.5,1
230,2020-01-14,15,2020-01-14T07:00:00Z,-205.5,0
229,2020-01-14,16,2020-01-14T07:30:00Z,-205.5,0
228,2020-01-14,17,2020-01-14T08:00:00Z,-11.5,0
