,settlementDate,settlementPeriod,startTime
201,2020-01-01,1,2020-01-01T00:00:00Z
200,2020-01-01,2,2020-01-01T00:30:00Z
199,2020-01-01,3,2020-01-01T01:00:00Z
198,2020-01-01,4,2020-01-01T01:30:00Z
197,2020-01-01,5,2020-01-01T02:00:00Z
196,2020-01-01,6,2020-01-01T02:30:00Z
195,2020-01-01,7,2020-01-01T03:00:00Z
194,2020-01-01,8,2020-01-01T03:30:00Z
193,2020-01-01,9,2020-01-01T04:00:00Z
192,2020-01-01,10,2020-01-01T04:30:00Z
191,2020-01-01,11,2020-01-01T05:00:00Z
190,2020-01-01,12,2020-01-01T05:30:00Z
189,2020-01-01,13,2020-01-01T06:00:00Z
188,2020-01-01,14,2020-01-01T06:30:00Z
187,2020-01-01,15,2020-01-01T07:00:00Z
186,2020-01-01,16,2020-01-01T07:30:00Z
185,2020-01-01,17,2020-01-01T08:00:00Z
184,2020-01-01,18,2020-01-01T08:30:00Z
183,2020-01-01,19,2020-01-01T09:00:00Z
182,2020-01-01,20,2020-01-01T09:30:00Z
181,2020-01-01,21,2020-01-01T10:00:00Z
180,2020-01-01,22,2020-01-01T10:30:00Z
179,2020-01-01,23,2020-01-01T11:00:00Z
178,2020-01-01,24,2020-01-01T11:30:00Z
177,2020-01-01,25,2020-01-01T12:00:00Z
176,2020-01-01,26,2020-01-01T12:30:00Z
175,2020-01-01,27,2020-01-01T13:00:00Z
174,2020-01-01,28,2020-01-01T13:30:00Z
173,2020-01-01,29,2020-01-01T14:00:00Z
172,2020-01-01,30,2020-01-01T14:30:00Z
171,2020-01-01,31,2020-01-01T15:00:00Z
170,2020-01-01,32,2020-01-01T15:30:00Z
169,2020-01-01,40,2020-01-01T19:30:00Z
168,2020-01-01,41,2020-01-01T20:00:00Z
167,2020-01-01,42,2020-01-01T20:30:00Z
166,2020-01-01,43,2020-01-01T21:00:00Z
165,2020-01-01,44,2020-01-01T21:30:00Z
164,2020-01-01,45,2020-01-01T22:00:00Z
163,2020-01-01,46,2020-01-01T22:30:00Z
162,2020-01-01,47,2020-01-01T23:00:00Z
161,2020-01-01,48,2020-01-01T23:30:00Z
160,2020-01-02,1,2020-01-02T00:00:00Z
159,2020-01-02,2,2020-01-02T00:30:00Z
158,2020-01-02,3,2020-01-02T01:00:00Z
157,2020-01-02,4,2020-01-02T01:30:00Z
156,2020-01-02,5,2020-01-02T02:00:00Z
155,2020-01-02,6,2020-01-02T02:30:00Z
154,2020-01-02,7,2020-01-02T03:00:00Z
153,2020-01-02,8,2020-01-02T03:30:00Z
152,2020-01-02,9,2020-01-02T04:00:00Z
151,2020-01-02,10,2020-01-02T04:30:00Z
150,2020-01-02,11,2020-01-02T05:00:00Z
149,2020-01-02,12,2020-01-02T05:30:00Z
148,2020-01-02,13,2020-01-02T06:00:00Z
147,2020-01-02,14,2020-01-02T06:30:00Z
146,2020-01-02,15,2020-01-02T07:00:00Z
145,2020-01-02,16,2020-01-02T07:30:00Z
144,2020-01-02,17,2020-01-02T08:00:00Z
143,2020-01-02,18,2020-01-02T08:30:00Z
142,2020-01-02,41,2020-01-02T20:00:00Z
141,2020-01-02,42,2020-01-02T20:30:00Z
140,2020-01-02,43,2020-01-02T21:00:00Z
139,2020-01-02,44,2020-01-02T21:30:00Z
138,2020-01-02,45,2020-01-02T22:00:00Z
137,2020-01-02,46,2020-01-02T22:30:00Z
136,2020-01-02,47,2020-01-02T23:00:00Z
135,2020-01-02,48,2020-01-02T23:30:00Z
134,2020-01-03,1,2020-01-03T00:00:00Z
133,2020-01-03,2,2020-01-03T00:30:00Z
132,2020-01-03,3,2020-01-03T01:00:00Z
131,2020-01-03,4,2020-01-03T01:30:00Z
130,2020-01-03,5,2020-01-03T02:00:00Z
129,2020-01-03,6,2020-01-03T02:30:00Z
128,2020-01-03,7,2020-01-03T03:00:00Z
127,2020-01-03,8,2020-01-03T03:30:00Z
126,2020-01-03,9,2020-01-03T04:00:00Z
125,2020-01-03,10,2020-01-03T04:30:00Z
124,2020-01-03,11,2020-01-03T05:00:00Z
123,2020-01-03,12,2020-01-03T05:30:00Z
122,2020-01-03,13,2020-01-03T06:00:00Z
121,2020-01-03,14,2020-01-03T06:30:00Z
120,2020-01-03,15,2020-01-03T07:00:00Z
119,2020-01-03,16,2020-01-03T07:30:00Z
118,2020-01-03,43,2020-01-03T21:00:00Z
117,2020-01-03,44,2020-01-03T21:30:00Z
116,2020-01-03,45,2020-01-03T22:00:00Z
115,2020-01-03,46,2020-01-03T22:30:00Z
114,2020-01-03,47,2020-01-03T23:00:00Z
113,2020-01-03,48,2020-01-03T23:30:00Z
112,2020-01-04,1,2020-01-04T00:00:00Z
111,2020-01-04,2,2020-01-04T00:30:00Z
110,2020-01-04,3,2020-01-04T01:00:00Z
109,2020-01-04,4,2020-01-04T01:30:00Z
108,2020-01-04,5,2020-01-04T02:00:00Z
107,2020-01-04,6,2020-01-04T02:30:00Z
106,2020-01-04,7,2020-01-04T03:00:00Z
105,2020-01-04,8,2020-01-04T03:30:00Z
104,2020-01-04,9,2020-01-04T04:00:00Z
103,2020-01-04,10,2020-01-04T04:30:00Z
102,2020-01-04,11,2020-01-04T05:00:00Z
101,2020-01-04,12,2020-01-04T05:30:00Z
100,2020-01-04,13,2020-01-04T06:00:00Z
99,2020-01-04,14,2020-01-04T06:30:00Z
98,2020-01-04,15,2020-01-04T07:00:00Z
97,2020-01-04,16,2020-01-04T07:30:00Z
96,2020-01-04,17,2020-01-04T08:00:00Z
95,2020-01-04,18,2020-01-04T08:30:00Z
94,2020-01-04,19,2020-01-04T09:00:00Z
93,2020-01-04,20,2020-01-04T09:30:00Z
92,2020-01-04,39,2020-01-04T19:00:00Z
91,2020-01-04,40,2020-01-04T19:30:00Z
90,2020-01-04,41,2020-01-04T20:00:00Z
89,2020-01-04,42,2020-01-04T20:30:00Z
88,2020-01-04,43,2020-01-04T21:00:00Z
87,2020-01-04,44,2020-01-04T21:30:00Z
86,2020-01-04,45,2020-01-04T22:00:00Z
85,2020-01-04,46,2020-01-04T22:30:00Z
84,2020-01-04,47,2020-01-04T23:00:00Z
83,2020-01-04,48,2020-01-04T23:30:00Z
82,2020-01-05,1,2020-01-05T00:00:00Z
81,2020-01-05,2,2020-01-05T00:30:00Z
80,2020-01-05,3,2020-01-05T01:00:00Z
79,2020-01-05,4,2020-01-05T01:30:00Z
78,2020-01-05,5,2020-01-05T02:00:00Z
77,2020-01-05,6,2020-01-05T02:30:00Z
76,2020-01-05,7,2020-01-05T03:00:00Z
75,2020-01-05,8,2020-01-05T03:30:00Z
74,2020-01-05,9,2020-01-05T04:00:00Z
73,2020-01-05,10,2020-01-05T04:30:00Z
72,2020-01-05,11,2020-01-05T05:00:00Z
71,2020-01-05,12,2020-01-05T05:30:00Z
70,2020-01-05,13,2020-01-05T06:00:00Z
69,2020-01-05,14,2020-01-05T06:30:00Z
68,2020-01-05,15,2020-01-05T07:00:00Z
67,2020-01-05,16,2020-01-05T07:30:00Z
66,2020-01-05,17,2020-01-05T08:00:00Z
65,2020-01-05,18,2020-01-05T08:30:00Z
64,2020-01-05,19,2020-01-05T09:00:00Z
63,2020-01-05,20,2020-01-05T09:30:00Z
62,2020-01-05,21,2020-01-05T10:00:00Z
61,2020-01-05,22,2020-01-05T10:30:00Z
60,2020-01-05,23,2020-01-05T11:00:00Z
59,2020-01-05,24,2020-01-05T11:30:00Z
58,2020-01-05,25,2020-01-05T12:00:00Z
57,2020-01-05,26,2020-01-05T12:30:00Z
56,2020-01-05,27,2020-01-05T13:00:00Z
55,2020-01-05,28,2020-01-05T13:30:00Z
54,2020-01-05,29,2020-01-05T14:00:00Z
53,2020-01-05,30,2020-01-05T14:30:00Z
52,2020-01-05,31,2020-01-05T15:00:00Z
51,2020-01-05,32,2020-01-05T15:30:00Z
50,2020-01-05,39,2020-01-05T19:00:00Z
49,2020-01-05,40,2020-01-05T19:30:00Z
48,2020-01-05,43,2020-01-05T21:00:00Z
47,2020-01-05,44,2020-01-05T21:30:00Z
46,2020-01-05,45,2020-01-05T22:00:00Z
45,2020-01-05,46,2020-01-05T22:30:00Z
44,2020-01-05,47,2020-01-05T23:00:00Z
43,2020-01-05,48,2020-01-05T23:30:00Z
42,2020-01-06,1,2020-01-06T00:00:00Z
41,2020-01-06,2,2020-01-06T00:30:00Z
40,2020-01-06,3,2020-01-06T01:00:00Z
39,2020-01-06,4,2020-01-06T01:30:00Z
38,2020-01-06,5,2020-01-06T02:00:00Z
37,2020-01-06,6,2020-01-06T02:30:00Z
36,2020-01-06,7,2020-01-06T03:00:00Z
35,2020-01-06,8,2020-01-06T03:30:00Z
34,2020-01-06,9,2020-01-06T04:00:00Z
33,2020-01-06,10,2020-01-06T04:30:00Z
32,2020-01-06,11,2020-01-06T05:00:00Z
31,2020-01-06,12,2020-01-06T05:30:00Z
30,2020-01-06,13,2020-01-06T06:00:00Z
29,2020-01-06,14,2020-01-06T06:30:00Z
28,2020-01-06,43,2020-01-06T21:00:00Z
27,2020-01-06,44,2020-01-06T21:30:00Z
26,2020-01-06,45,2020-01-06T22:00:00Z
25,2020-01-06,46,2020-01-06T22:30:00Z
24,2020-01-06,47,2020-01-06T23:00:00Z
23,2020-01-06,48,2020-01-06T23:30:00Z
22,2020-01-07,1,2020-01-07T00:00:00Z
21,2020-01-07,2,2020-01-07T00:30:00Z
20,2020-01-07,3,2020-01-07T01:00:00Z
19,2020-01-07,4,2020-01-07T01:30:00Z
18,2020-01-07,5,2020-01-07T02:00:00Z
17,2020-01-07,6,2020-01-07T02:30:00Z
16,2020-01-07,7,2020-01-07T03:00:00Z
15,2020-01-07,8,2020-01-07T03:30:00Z
14,2020-01-07,9,2020-01-07T04:00:00Z
13,2020-01-07,10,2020-01-07T04:30:00Z
12,2020-01-07,11,2020-01-07T05:00:00Z
11,2020-01-07,12,2020-01-07T05:30:00Z
10,2020-01-07,13,2020-01-07T06:00:00Z
9,2020-01-07,14,2020-01-07T06:30:00Z
8,2020-01-07,37,2020-01-07T18:00:00Z
7,2020-01-07,38,2020-01-07T18:30:00Z
6,2020-01-07,43,2020-01-07T21:00:00Z
5,2020-01-07,44,2020-01-07T21:30:00Z
4,2020-01-07,45,2020-01-07T22:00:00Z
3,2020-01-07,46,2020-01-07T22:30:00Z
2,2020-01-07,47,2020-01-07T23:00:00Z
1,2020-01-07,48,2020-01-07T23:30:00Z
451,2020-01-08,1,2020-01-08T00:00:00Z
0,2020-01-08,1,2020-01-08T00:00:00Z
450,2020-01-08,2,2020-01-08T00:30:00Z
449,2020-01-08,3,2020-01-08T01:00:00Z
448,2020-01-08,4,2020-01-08T01:30:00Z
447,2020-01-08,5,2020-01-08T02:00:00Z
446,2020-01-08,6,2020-01-08T02:30:00Z
445,2020-01-08,7,2020-01-08T03:00:00Z
444,2020-01-08,8,2020-01-08T03:30:00Z
443,2020-01-08,9,2020-01-08T04:00:00Z
442,2020-01-08,10,2020-01-08T04:30:00Z
441,2020-01-08,11,2020-01-08T05:00:00Z
440,2020-01-08,12,2020-01-08T05:30:00Z
439,2020-01-08,13,2020-01-08T06:00:00Z
438,2020-01-08,14,2020-01-08T06:30:00Z
437,2020-01-08,15,2020-01-08T07:00:00Z
436,2020-01-08,16,2020-01-08T07:30:00Z
435,2020-01-08,18,2020-01-08T08:30:00Z
434,2020-01-08,19,2020-01-08T09:00:00Z
433,2020-01-08,20,2020-01-08T09:30:00Z
432,2020-01-08,21,2020-01-08T10:00:00Z
431,2020-01-08,22,2020-01-08T10:30:00Z
430,2020-01-08,28,2020-01-08T13:30:00Z
429,2020-01-08,29,2020-01-08T14:00:00Z
428,2020-01-08,31,2020-01-08T15:00:00Z
427,2020-01-08,46,2020-01-08T22:30:00Z
426,2020-01-08,47,2020-01-08T23:00:00Z
425,2020-01-08,48,2020-01-08T23:30:00Z
424,2020-01-09,1,2020-01-09T00:00:00Z
423,2020-01-09,2,2020-01-09T00:30:00Z
422,2020-01-09,3,2020-01-09T01:00:00Z
421,2020-01-09,4,2020-01-09T01:30:00Z
420,2020-01-09,5,2020-01-09T02:00:00Z
419,2020-01-09,6,2020-01-09T02:30:00Z
418,2020-01-09,7,2020-01-09T03:00:00Z
417,2020-01-09,8,2020-01-09T03:30:00Z
416,2020-01-09,9,2020-01-09T04:00:00Z
415,2020-01-09,10,2020-01-09T04:30:00Z
414,2020-01-09,11,2020-01-09T05:00:00Z
413,2020-01-09,12,2020-01-09T05:30:00Z
412,2020-01-09,13,2020-01-09T06:00:00Z
411,2020-01-09,29,2020-01-09T14:00:00Z
410,2020-01-09,30,2020-01-09T14:30:00Z
409,2020-01-09,31,2020-01-09T15:00:00Z
408,2020-01-09,32,2020-01-09T15:30:00Z
407,2020-01-09,46,2020-01-09T22:30:00Z
406,2020-01-09,47,2020-01-09T23:00:00Z
405,2020-01-09,48,2020-01-09T23:30:00Z
404,2020-01-10,1,2020-01-10T00:00:00Z
403,2020-01-10,2,2020-01-10T00:30:00Z
402,2020-01-10,3,2020-01-10T01:00:00Z
401,2020-01-10,4,2020-01-10T01:30:00Z
400,2020-01-10,5,2020-01-10T02:00:00Z
399,2020-01-10,6,2020-01-10T02:30:00Z
398,2020-01-10,7,2020-01-10T03:00:00Z
397,2020-01-10,8,2020-01-10T03:30:00Z
396,2020-01-10,9,2020-01-10T04:00:00Z
395,2020-01-10,10,2020-01-10T04:30:00Z
394,2020-01-10,11,2020-01-10T05:00:00Z
393,2020-01-10,12,2020-01-10T05:30:00Z
392,2020-01-10,13,2020-01-10T06:00:00Z
391,2020-01-10,19,2020-01-10T09:00:00Z
390,2020-01-10,20,2020-01-10T09:30:00Z
389,2020-01-10,21,2020-01-10T10:00:00Z
388,2020-01-10,22,2020-01-10T10:30:00Z
387,2020-01-10,27,2020-01-10T13:00:00Z
386,2020-01-10,28,2020-01-10T13:30:00Z
385,2020-01-10,29,2020-01-10T14:00:00Z
384,2020-01-10,31,2020-01-10T15:00:00Z
383,2020-01-10,32,2020-01-10T15:30:00Z
382,2020-01-10,33,2020-01-10T16:00:00Z
381,2020-01-10,34,2020-01-10T16:30:00Z
380,2020-01-10,37,2020-01-10T18:00:00Z
379,2020-01-10,38,2020-01-10T18:30:00Z
378,2020-01-10,41,2020-01-10T20:00:00Z
377,2020-01-10,42,2020-01-10T20:30:00Z
376,2020-01-10,43,2020-01-10T21:00:00Z
375,2020-01-10,44,2020-01-10T21:30:00Z
374,2020-01-10,45,2020-01-10T22:00:00Z
373,2020-01-10,46,2020-01-10T22:30:00Z
372,2020-01-10,47,2020-01-10T23:00:00Z
371,2020-01-10,48,2020-01-10T23:30:00Z
370,2020-01-11,1,2020-01-11T00:00:00Z
369,2020-01-11,2,2020-01-11T00:30:00Z
368,2020-01-11,3,2020-01-11T01:00:00Z
367,2020-01-11,4,2020-01-11T01:30:00Z
366,2020-01-11,5,2020-01-11T02:00:00Z
365,2020-01-11,6,2020-01-11T02:30:00Z
364,2020-01-11,7,2020-01-11T03:00:00Z
363,2020-01-11,8,2020-01-11T03:30:00Z
362,2020-01-11,9,2020-01-11T04:00:00Z
361,2020-01-11,10,2020-01-11T04:30:00Z
360,2020-01-11,11,2020-01-11T05:00:00Z
359,2020-01-11,12,2020-01-11T05:30:00Z
358,2020-01-11,13,2020-01-11T06:00:00Z
357,2020-01-11,14,2020-01-11T06:30:00Z
356,2020-01-11,15,2020-01-11T07:00:00Z
355,2020-01-11,16,2020-01-11T07:30:00Z
354,2020-01-11,17,2020-01-11T08:00:00Z
353,2020-01-11,18,2020-01-11T08:30:00Z
352,2020-01-11,19,2020-01-11T09:00:00Z
351,2020-01-11,20,2020-01-11T09:30:00Z
350,2020-01-11,21,2020-01-11T10:00:00Z
349,2020-01-11,22,2020-01-11T10:30:00Z
348,2020-01-11,23,2020-01-11T11:00:00Z
347,2020-01-11,24,2020-01-11T11:30:00Z
346,2020-01-11,25,2020-01-11T12:00:00Z
345,2020-01-11,26,2020-01-11T12:30:00Z
344,2020-01-11,27,2020-01-11T13:00:00Z
343,2020-01-11,28,2020-01-11T13:30:00Z
342,2020-01-11,29,2020-01-11T14:00:00Z
341,2020-01-11,30,2020-01-11T14:30:00Z
340,2020-01-11,31,2020-01-11T15:00:00Z
339,2020-01-11,32,2020-01-11T15:30:00Z
338,2020-01-11,41,2020-01-11T20:00:00Z
337,2020-01-11,42,2020-01-11T20:30:00Z
336,2020-01-11,43,2020-01-11T21:00:00Z
335,2020-01-11,44,2020-01-11T21:30:00Z
334,2020-01-11,45,2020-01-11T22:00:00Z
333,2020-01-11,46,2020-01-11T22:30:00Z
332,2020-01-11,47,2020-01-11T23:00:00Z
331,2020-01-11,48,2020-01-11T23:30:00Z
330,2020-01-12,1,2020-01-12T00:00:00Z
329,2020-01-12,2,2020-01-12T00:30:00Z
328,2020-01-12,3,2020-01-12T01:00:00Z
327,2020-01-12,4,2020-01-12T01:30:00Z
326,2020-01-12,5,2020-01-12T02:00:00Z
325,2020-01-12,6,2020-01-12T02:30:00Z
324,2020-01-12,7,2020-01-12T03:00:00Z
323,2020-01-12,8,2020-01-12T03:30:00Z
322,2020-01-12,9,2020-01-12T04:00:00Z
321,2020-01-12,10,2020-01-12T04:30:00Z
320,2020-01-12,11,2020-01-12T05:00:00Z
319,2020-01-12,12,2020-01-12T05:30:00Z
318,2020-01-12,13,2020-01-12T06:00:00Z
317,2020-01-12,14,2020-01-12T06:30:00Z
316,2020-01-12,15,2020-01-12T07:00:00Z
315,2020-01-12,16,2020-01-12T07:30:00Z
314,2020-01-12,17,2020-01-12T08:00:00Z
313,2020-01-12,18,2020-01-12T08:30:00Z
312,2020-01-12,19,2020-01-12T09:00:00Z
311,2020-01-12,20,2020-01-12T09:30:00Z
310,2020-01-12,21,2020-01-12T10:00:00Z
309,2020-01-12,22,2020-01-12T10:30:00Z
308,2020-01-12,23,2020-01-12T11:00:00Z
307,2020-01-12,24,2020-01-12T11:30:00Z
306,2020-01-12,25,2020-01-12T12:00:00Z
305,2020-01-12,26,2020-01-12T12:30:00Z
304,2020-01-12,32,2020-01-12T15:30:00Z
303,2020-01-12,33,2020-01-12T16:00:00Z
302,2020-01-12,34,2020-01-12T16:30:00Z
301,2020-01-12,35,2020-01-12T17:00:00Z
300,2020-01-12,36,2020-01-12T17:30:00Z
299,2020-01-12,37,2020-01-12T18:00:00Z
298,2020-01-12,43,2020-01-12T21:00:00Z
297,2020-01-12,44,2020-01-12T21:30:00Z
296,2020-01-12,45,2020-01-12T22:00:00Z
295,2020-01-12,46,2020-01-12T22:30:00Z
294,2020-01-12,47,2020-01-12T23:00:00Z
293,2020-01-12,48,2020-01-12T23:30:00Z
292,2020-01-13,1,2020-01-13T00:00:00Z
291,2020-01-13,2,2020-01-13T00:30:00Z
290,2020-01-13,3,2020-01-13T01:00:00Z
289,2020-01-13,4,2020-01-13T01:30:00Z
288,2020-01-13,5,2020-01-13T02:00:00Z
287,2020-01-13,6,2020-01-13T02:30:00Z
286,2020-01-13,7,2020-01-13T03:00:00Z
285,2020-01-13,8,2020-01-13T03:30:00Z
284,2020-01-13,9,2020-01-13T04:00:00Z
283,2020-01-13,10,2020-01-13T04:30:00Z
282,2020-01-13,11,2020-01-13T05:00:00Z
281,2020-01-13,12,2020-01-13T05:30:00Z
280,2020-01-13,13,2020-01-13T06:00:00Z
279,2020-01-13,14,2020-01-13T06:30:00Z
278,2020-01-13,15,2020-01-13T07:00:00Z
277,2020-01-13,16,2020-01-13T07:30:00Z
276,2020-01-13,17,2020-01-13T08:00:00Z
275,2020-01-13,18,2020-01-13T08:30:00Z
274,2020-01-13,19,2020-01-13T09:00:00Z
273,2020-01-13,20,2020-01-13T09:30:00Z
272,2020-01-13,21,2020-01-13T10:00:00Z
271,2020-01-13,22,2020-01-13T10:30:00Z
270,2020-01-13,23,2020-01-13T11:00:00Z
269,2020-01-13,24,2020-01-13T11:30:00Z
268,2020-01-13,25,2020-01-13T12:00:00Z
267,2020-01-13,26,2020-01-13T12:30:00Z
266,2020-01-13,27,2020-01-13T13:00:00Z
265,2020-01-13,28,2020-01-13T13:30:00Z
264,2020-01-13,29,2020-01-13T14:00:00Z
263,2020-01-13,30,2020-01-13T14:30:00Z
262,2020-01-13,31,2020-01-13T15:00:00Z
261,2020-01-13,32,2020-01-13T15:30:00Z
260,2020-01-13,33,2020-01-13T16:00:00Z
259,2020-01-13,34,2020-01-13T16:30:00Z
258,2020-01-13,35,2020-01-13T17:00:00Z
257,2020-01-13,36,2020-01-13T17:30:00Z
256,2020-01-13,37,2020-01-13T18:00:00Z
255,2020-01-13,38,2020-01-13T18:30:00Z
254,2020-01-13,39,2020-01-13T19:00:00Z
253,2020-01-13,40,2020-01-13T19:30:00Z
252,2020-01-13,41,2020-01-13T20:00:00Z
251,2020-01-13,42,2020-01-13T20:30:00Z
250,2020-01-13,43,2020-01-13T21:00:00Z
249,2020-01-13,44,2020-01-13T21:30:00Z
248,2020-01-13,45,2020-01-13T22:00:00Z
247,2020-01-13,46,2020-01-13T22:30:00Z
246,2020-01-13,47,2020-01-13T23:00:00Z
245,2020-01-13,48,2020-01-13T23:30:00Z
244,2020-01-14,1,2020-01-14T00:00:00Z
243,2020-01-14,2,2020-01-14T00:30:00Z
242,2020-01-14,3,2020-01-14T01:00:00Z
241,2020-01-14,4,2020-01-14T01:30:00Z
240,2020-01-14,5,2020-01-14T02:00:00Z
239,2020-01-14,6,2020-01-14T02:30:00Z
238,2020-01-14,7,2020-01-14T03:00:00Z
237,2020-01-14,8,2020-01-14T03:30:00Z
236,2020-01-14,9,2020-01-14T04:00:00Z
235,2020-01-14,10,2020-01-14T04:30:00Z
234,2020-01-14,11,2020-01-14T05:00:00Z
233,2020-01-14,12,2020-01-14T05:30:00Z
232,2020-01-14,13,2020-01-14T06:00:00Z
231,2020-01-14,14,2020-01-14T06:30:00Z
230,2020-01-14,15,2020-01-14T07:00:00Z
229,2020-01-14,16,2020-01-14T07:30:00Z
228,2020-01-14,17,2020-01-14T08:00:00Z
227,2020-01-14,18,2020-01-14T08:30:00Z
226,2020-01-14,19,2020-01-14T09:00:00Z
225,2020-01-14,20,2020-01-14T09:30:00Z
224,2020-01-14,21,2020-01-14T10:00:00Z
223,2020-01-14,22,2020-01-14T10:30:00Z
222,2020-01-14,23,2020-01-14T11:00:00Z
221,2020-01-14,24,2020-01-14T11:30:00Z
220,2020-01-14,25,2020-01-14T12:00:00Z
219,2020-01-14,26,2020-01-14T12:30:00Z
218,2020-01-14,27,2020-01-14T13:00:00Z
217,2020-01-14,28,2020-01-14T13:30:00Z
216,2020-01-14,29,2020-01-14T14:00:00Z
215,2020-01-14,30,2020-01-14T14:30:00Z
214,2020-01-14,31,2020-01-14T15:00:00Z
213,2020-01-14,32,2020-01-14T15:30:00Z
212,2020-01-14,33,2020-01-14T16:00:00Z
211,2020-01-14,34,2020-01-14T16:30:00Z
210,2020-01-14,35,2020-01-14T17:00:00Z
209,2020-01-14,36,2020-01-14T17:30:00Z
208,2020-01-14,43,2020-01-14T21:00:00Z
207,2020-01-14,44,2020-01-14T21:30:00Z
206,2020-01-14,45,2020-01-14T22:00:00Z
205,2020-01-14,46,2020-01-14T22:30:00Z
204,2020-01-14,47,2020-01-14T23:00:00Z
203,2020-01-14,48,2020-01-14T23:30:00Z
202,2020-01-15,1,2020-01-15T00:00:00Z
697,2020-01-15,1,2020-01-15T00:00:00Z
696,2020-01-15,2,2020-01-15T00:30:00Z
695,2020-01-15,3,2020-01-15T01:00:00Z
694,2020-01-15,4,2020-01-15T01:30:00Z
693,2020-01-15,5,2020-01-15T02:00:00Z
692,2020-01-15,6,2020-01-15T02:30:00Z
691,2020-01-15,7,2020-01-15T03:00:00Z
690,2020-01-15,8,2020-01-15T03:30:00Z
689,2020-01-15,9,2020-01-15T04:00:00Z
688,2020-01-15,10,2020-01-15T04:30:00Z
687,2020-01-15,11,2020-01-15T05:00:00Z
686,2020-01-15,12,2020-01-15T05:30:00Z
685,2020-01-15,13,2020-01-15T06:00:00Z
684,2020-01-15,14,2020-01-15T06:30:00Z
683,2020-01-15,15,2020-01-15T07:00:00Z
682,2020-01-15,16,2020-01-15T07:30:00Z
681,2020-01-15,17,2020-01-15T08:00:00Z
680,2020-01-15,18,2020-01-15T08:30:00Z
679,2020-01-15,19,2020-01-15T09:00:00Z
678,2020-01-15,20,2020-01-15T09:30:00Z
677,2020-01-15,21,2020-01-15T10:00:00Z
676,2020-01-15,22,2020-01-15T10:30:00Z
675,2020-01-15,23,2020-01-15T11:00:00Z
674,2020-01-15,24,2020-01-15T11:30:00Z
673,2020-01-15,25,2020-01-15T12:00:00Z
672,2020-01-15,26,2020-01-15T12:30:00Z
671,2020-01-15,27,2020-01-15T13:00:00Z
670,2020-01-15,28,2020-01-15T13:30:00Z
669,2020-01-15,29,2020-01-15T14:00:00Z
668,2020-01-15,30,2020-01-15T14:30:00Z
667,2020-01-15,31,2020-01-15T15:00:00Z
666,2020-01-15,32,2020-01-15T15:30:00Z
665,2020-01-15,33,2020-01-15T16:00:00Z
664,2020-01-15,34,2020-01-15T16:30:00Z
663,2020-01-15,35,2020-01-15T17:00:00Z
662,2020-01-15,36,2020-01-15T17:30:00Z
661,2020-01-15,37,2020-01-15T18:00:00Z
660,2020-01-15,38,2020-01-15T18:30:00Z
659,2020-01-15,39,2020-01-15T19:00:00Z
658,2020-01-15,40,2020-01-15T19:30:00Z
657,2020-01-15,41,2020-01-15T20:00:00Z
656,2020-01-15,42,2020-01-15T20:30:00Z
655,2020-01-15,43,2020-01-15T21:00:00Z
654,2020-01-15,44,2020-01-15T21:30:00Z
653,2020-01-15,45,2020-01-15T22:00:00Z
652,2020-01-15,46,2020-01-15T22:30:00Z
651,2020-01-15,47,2020-01-15T23:00:00Z
650,2020-01-15,48,2020-01-15T23:30:00Z
649,2020-01-16,1,2020-01-16T00:00:00Z
648,2020-01-16,2,2020-01-16T00:30:00Z
647,2020-01-16,3,2020-01-16T01:00:00Z
646,2020-01-16,4,2020-01-16T01:30:00Z
645,2020-01-16,5,2020-01-16T02:00:00Z
644,2020-01-16,6,2020-01-16T02:30:00Z
643,2020-01-16,7,2020-01-16T03:00:00Z
642,2020-01-16,8,2020-01-16T03:30:00Z
641,2020-01-16,9,2020-01-16T04:00:00Z
640,2020-01-16,10,2020-01-16T04:30:00Z
639,2020-01-16,11,2020-01-16T05:00:00Z
638,2020-01-16,12,2020-01-16T05:30:00Z
637,2020-01-16,13,2020-01-16T06:00:00Z
636,2020-01-16,14,2020-01-16T06:30:00Z
635,2020-01-16,15,2020-01-16T07:00:00Z
634,2020-01-16,16,2020-01-16T07:30:00Z
633,2020-01-16,17,2020-01-16T08:00:00Z
632,2020-01-16,18,2020-01-16T08:30:00Z
631,2020-01-16,19,2020-01-16T09:00:00Z
630,2020-01-16,20,2020-01-16T09:30:00Z
629,2020-01-16,21,2020-01-16T10:00:00Z
628,2020-01-16,22,2020-01-16T10:30:00Z
627,2020-01-16,23,2020-01-16T11:00:00Z
626,2020-01-16,24,2020-01-16T11:30:00Z
625,2020-01-16,25,2020-01-16T12:00:00Z
624,2020-01-16,26,2020-01-16T12:30:00Z
623,2020-01-16,27,2020-01-16T13:00:00Z
622,2020-01-16,28,2020-01-16T13:30:00Z
621,2020-01-16,29,2020-01-16T14:00:00Z
620,2020-01-16,30,2020-01-16T14:30:00Z
619,2020-01-16,31,2020-01-16T15:00:00Z
618,2020-01-16,32,2020-01-16T15:30:00Z
617,2020-01-16,33,2020-01-16T16:00:00Z
616,2020-01-16,34,2020-01-16T16:30:00Z
615,2020-01-16,35,2020-01-16T17:00:00Z
614,2020-01-16,36,2020-01-16T17:30:00Z
613,2020-01-16,37,2020-01-16T18:00:00Z
